text,intent,is_noise,is_hard,language
có trà nào ngon không Freeze Socola Bạc Hà mát,consultant,False,False,vi
cho mình hỏi do you have vegetarian options?,faq,False,False,vi
gợi ý món ngon cho ngày nóng Donut Chocolate không caffeine,consultant,False,False,vi
get me hai Trà Sen Vàng L,order,False,False,vi
I'd like to order 1 Latte.,order,False,True,en
tư vấn cho em món ngon giá rẻ Cà Phê Dừa đá,consultant,False,False,vi
cho hỏi có giới hạn thời gian ngồi không không,faq,False,False,vi
em muốn order hai Freeze Sữa Chua Dâu S,order,False,False,vi
cho mình hỏi quán mấy giờ mở cửa không,faq,False,False,vi
em muốn order một Bánh Táo M,order,False,False,vi
thêm cho tôi ba Trà Cam Quế M,order,False,False,vi
món nào thay thế được cà phê Flat White đá,consultant,False,False,vi
cho một Bánh Phô Mai M đi,order,False,False,vi
a ơi em gọi một Cà Phê Sữa Nóng M,order,False,False,vi
em cần ba Vietnamese Latte S,order,False,False,vi
ừ nhé,ignore,True,False,vi
cho em hỏi do you deliver không,faq,False,False,vi
cho em hỏi mấy giờ đóng cửa nào,faq,False,False,vi
có món nào giống latte nhưng không cà phê Freeze Trà Xanh mát,consultant,False,False,vi
cảm ơn.,ignore,True,False,vi
mình order 2 Latte ít đường,order,False,False,vi
what's the most popular item Freeze Caramel mát,consultant,False,False,vi
"anh thích vị nhẹ, gợi ý gì Vietnamese Latte không caffeine",consultant,False,False,vi
wifi tên gì vậy nào,faq,False,False,vi
cảm ơn...,ignore,True,False,vi
cho em ba Freeze Caramel S em,order,False,False,en
hỏi chút  giới hạn thời gian ngồi không nhỉ à,faq,False,True,vi
recommend a drink without caffeine Trà Xoài Nhiệt Đới ít ngọt,consultant,False,False,vi
cho mình hỏi is there a private room?,faq,False,False,vi
haha thú vị.,ignore,True,False,vi
hỏi chút có thanh toán thẻ không? ạ,faq,False,True,vi
order 2 Freeze Xoài M nha,order,False,False,vi
món nào thay thế được cà phê Cà Phê Sữa Nóng không caffeine,consultant,False,False,vi
"anh thích đồ uống chua, có gì Freeze Trà Xanh không caffeine",consultant,False,False,vi
tôi muốn mua một Freeze Bạc Xỉu S,order,False,False,vi
em order 2 Freeze Sữa Chua Dâu M nha,order,False,False,vi
có xuất hóa đơn không không,faq,False,False,vi
cho hai Phin Đen Đá size L đi,order,False,False,vi
I'd like to order hai Trà Cam Quế,order,False,False,vi
cho hỏi có món nóng không ạ,faq,False,False,vi
gọi 2 ly Trà Gừng Mật Ong nhiều đá,order,False,False,vi
cho hỏi có phòng họp không nhỉ,faq,False,False,vi
tư vấn đồ uống cho người mới uống cà phê Cà Phê Muối không caffeine,consultant,False,False,vi
gọi 1 ly Donut Chocolate không đường,order,False,False,vi
"anh không thích ngọt, tư vấn gì Phin Sữa Đá không caffeine",consultant,False,False,vi
mình muốn order hai Cà Phê Dừa,order,False,False,vi
hỏi chút có món chay không vậy...,faq,False,True,vi
em muốn order 3 Bánh Su Kem S,order,False,False,vi
hỏi chút quán mở cửa thứ mấy vậy,faq,False,False,vi
cho hỏi có khuyến mãi gì hôm nay không nào,faq,False,False,vi
hỏi chút what time do you open?,faq,False,False,vi
hỏi chút có thanh toán thẻ không không,faq,False,False,vi
order hai Flat White S  ,order,False,True,en
mình order 3 Bánh Mì Pate size L,order,False,False,vi
cho hỏi có nhận đặt tiệc không vậy,faq,False,False,vi
có món nào nhẹ nhẹ không Trà Thanh Đào không caffeine nhỉ à,consultant,False,True,vi
gọi 3 ly Trà Nhài size S,order,False,False,vi
món nào không ngọt lắm Freeze Trà Xanh ít ngọt,consultant,False,False,vi
do you deliver nhỉ,faq,False,False,vi
gọi ba ly Double Espresso size M,order,False,False,vi
gợi ý cho anh món ít ngọt Freeze Chanh Tuyết đá nhỉ ạ,consultant,False,True,vi
em muốn order một Flat White L,order,False,False,vi
gọi 2 ly Muffin Chocolate size M,order,False,False,vi
cho hỏi có chỗ hút thuốc không không,faq,False,False,vi
quán có 3 Espresso M không,order,False,False,vi
cho em hỏi có chỗ hút thuốc không nhỉ,faq,False,False,vi
what's the most popular item Trà Vải mát nhỉ à,consultant,False,True,vi
cho mình hỏi what's your return policy nào,faq,False,False,vi
dạ...,ignore,True,False,vi
cho 3 Trà Atiso Đỏ M em,order,False,False,vi
recommend a drink without caffeine Freeze Sữa Chua Dâu không caffeine,consultant,False,False,vi
what time do you open không,faq,False,False,vi
có hoàn tiền không ạ,faq,False,False,vi
cho hỏi what's your return policy ạ,faq,False,False,vi
món gì cho người không uống cà phê Brownie không caffeine,consultant,False,False,vi
gọi hai ly Trà Dâu nhiều đá.,order,False,True,vi
đồ uống nào hợp với bánh ngọt Brownie mát,consultant,False,False,vi
cho 1 Trà Vải M em,order,False,False,vi
what is the wifi name nào,faq,False,False,vi
cho 1 Freeze Caramel nóng đi,order,False,False,vi
what would you recommend for hot weather Brownie mát nhỉ,consultant,False,True,vi
có món cho trẻ em không vậy,faq,False,False,vi
cho mình hỏi can I make a reservation?,faq,False,False,vi
gợi ý đồ uống không đường Freeze Socola Bạc Hà ít ngọt,consultant,False,False,vi
please give me 2 Bánh Mặn Phô Mai L,order,False,False,vi
cho hỏi is there a private room vậy,faq,False,False,vi
có gì uống mát không Freeze Việt Quất ít ngọt,consultant,False,False,vi
cho anh một ly Freeze Chocolate S,order,False,False,vi
mang ra 2 Bạc Xỉu S nhé,order,False,False,vi
cho mình hỏi do you accept credit cards nào,faq,False,False,vi
cho em hỏi do you offer birthday discounts nào,faq,False,False,vi
hỏi chút có khuyến mãi gì hôm nay không nào,faq,False,False,vi
what's good for hot weather Freeze Dâu không caffeine,consultant,False,False,vi
hỏi chút do you have qr payment vậy,faq,False,False,vi
cho ba Bánh Su Kem size L đi,order,False,False,vi
bye bye nhé,ignore,True,False,vi
món nào hợp với khẩu vị trẻ em Freeze Chocolate ít ngọt nhỉ vậy,consultant,False,True,vi
món nào bán chạy nhất Hồng Trà Sữa ít ngọt,consultant,False,False,vi
suggest a light refreshing drink Matcha Latte không caffeine,consultant,False,False,vi
cho hỏi có món nóng không?,faq,False,False,vi
ship hai Bánh Phô Mai L,order,False,False,vi
cho hỏi có chỗ hút thuốc không?,faq,False,False,vi
đặt cho hai Trà Táo Bạc Hà S,order,False,False,vi
gợi ý cho khách không ăn đường Bánh Su Kem mát,consultant,False,False,vi
lấy cho một ly Cà Phê Muối S,order,False,False,vi
ship 1 Bánh Mì Pate S,order,False,False,vi
nên uống gì vào buổi sáng Bánh Mì Pate không caffeine,consultant,False,False,vi
hỏi chút có giao hàng không nào,faq,False,False,vi
cho một Trà Atiso Đỏ M đi,order,False,False,vi
please give me hai Trà Đào Cam Sả S ạ,order,False,True,vi
a ơi em gọi một Bánh Mì Pate S,order,False,False,vi
uhhhhh ạ,ignore,True,False,vi
recommend something refreshing please Bánh Mặn Phô Mai ít ngọt,consultant,False,False,vi
recommend something under 50000 Flat White không caffeine,consultant,False,False,vi
nên uống gì vào buổi sáng Brownie không caffeine,consultant,False,False,vi
món nào thay thế được cà phê Bánh Quy Bơ đá,consultant,False,False,vi
cho a 2 Cà Phê Sữa Nóng,order,False,False,vi
ship em hai Bánh Mì Pate S nha,order,False,False,vi
món nào ít calories Cappuccino mát,consultant,False,False,vi
cho mình hỏi có combo không vậy,faq,False,False,vi
em muốn thêm hai Freeze Chanh Tuyết S,order,False,False,vi
cần 3 Freeze Đào S nhé,order,False,False,vi
mang cho em một Double Espresso,order,False,False,vi
cho mình hỏi có nhận đặt tiệc không nhỉ,faq,False,False,vi
em muốn thêm hai Freeze Cookies L,order,False,False,vi
a lấy cho em hai Freeze Socola Bạc Hà,order,False,False,vi
em order hai Sandwich Cá Ngừ L nha,order,False,False,vi
what's the most popular item Tiramisu mát,consultant,False,False,vi
uhhhhh???,ignore,True,False,en
a tính cho em ba Trà Thanh Đào đi,order,False,False,vi
một ly Trà Lài Mật Ong S nha,order,False,False,vi
em thích trà trái cây thì uống gì Freeze Chocolate đá,consultant,False,False,vi
recommend something under 50000 Vanilla Latte đá,consultant,False,False,vi
cho hỏi wifi password là gì không,faq,False,False,vi
a lấy cho em 3 Bạc Xỉu,order,False,False,vi
cho hỏi có khuyến mãi gì hôm nay không ạ,faq,False,False,vi
hỏi chút có khuyến mãi gì hôm nay không ạ,faq,False,False,vi
can I have 3 Trà Lài Mật Ong L,order,False,False,vi
cho em hỏi có phòng họp không nhỉ,faq,False,False,vi
nice???,ignore,True,False,en
cho mình hỏi is there a private room không,faq,False,False,vi
chào.,ignore,True,False,vi
món nào không ngọt lắm Cappuccino ít ngọt,consultant,False,False,vi
recommend something refreshing please Caramel Macchiato đá,consultant,False,False,vi
em muốn thêm 3 Tiramisu L,order,False,False,vi
cho 2 Bạc Xỉu size M đi,order,False,False,vi
có trà nào ngon không Freeze Socola Bạc Hà không caffeine,consultant,False,False,vi
em gọi 3 Freeze Dâu M nha,order,False,False,vi
đồ uống nào hợp với bánh ngọt Donut Chocolate mát,consultant,False,False,vi
cho hỏi what time do you open ạ,faq,False,False,vi
đặt 1 ly Cà Phê Đen Nóng L nha,order,False,False,vi
em cần một Vietnamese Latte M,order,False,False,vi
gọi 2 ly Freeze Sữa Chua Việt Quất size L,order,False,False,vi
no...,ignore,True,False,en
quán mấy giờ mở cửa ạ,faq,False,False,vi
what do you recommend Freeze Chanh Tuyết đá,consultant,False,False,vi
recommend a drink without caffeine Trà Vải đá,consultant,False,False,vi
hỏi chút có món nóng không nhỉ,faq,False,False,vi
anh thích cà phê đậm thì nên uống gì Freeze Chanh Tuyết mát,consultant,False,False,vi
"anh thích trà hoa quả, recommend gì Trà Atiso Đỏ đá nhỉ  ???",consultant,False,True,vi
order hai Trà Sen Vàng S nha,order,False,False,vi
ship hai Sandwich Gà S,order,False,False,vi
can I have ba Freeze Xoài S,order,False,False,vi
recommend something under 50000 Bánh Chuối ít ngọt,consultant,False,False,vi
good morning ạ,ignore,True,False,vi
anh ơi một Phin Đen Đá L nha???,order,False,True,vi
tôi muốn mua một Trà Thanh Đào M,order,False,False,vi
tư vấn cho em món ngon giá rẻ Cà Phê Dừa không caffeine,consultant,False,False,vi
tư vấn đồ uống cho người mới uống cà phê Phin Sữa Đá ít ngọt,consultant,False,False,vi
cho hai Vietnamese Latte ít đường đi...,order,False,True,vi
"I prefer tea-based drinks, what should I get Hazelnut Latte mát",consultant,False,False,vi
what's your best seller today Freeze Cà Phê ít ngọt,consultant,False,False,vi
em muốn order 3 Hồng Trà Sữa S,order,False,False,vi
có món nào giống latte nhưng không cà phê Trà Vải mát,consultant,False,False,vi
đặt cho 2 Freeze Đào M,order,False,False,vi
em order 2 Tiramisu M nha,order,False,False,en
cần 2 Donut Chocolate S nhé,order,False,False,vi
order ba Trà Sữa Trân Châu L,order,False,False,vi
anh ơi một Sandwich Cá Ngừ M nha,order,False,False,vi
món nào bán chạy nhất Hazelnut Latte đá,consultant,False,False,vi
test ạ,ignore,True,False,vi
do you have vegan options ạ,faq,False,False,vi
what's the most popular item Bánh Su Kem mát,consultant,False,False,vi
cho em hỏi có đổi món sau khi đặt không ạ,faq,False,True,vi
what's good here Freeze Đào không caffeine,consultant,False,False,vi
"anh thích vị nhẹ, gợi ý gì Hồng Trà Sữa mát",consultant,False,False,vi
ừm.,ignore,True,False,vi
order một Trà Kiwi M,order,False,False,vi
what would you recommend for hot weather Bánh Mì Pate mát,consultant,False,False,vi
cảm ơn nha...,ignore,True,False,vi
bên em có 1 Trà Lài Mật Ong M không,order,False,False,vi
recommend something under 50000 Freeze Cookies ít ngọt,consultant,False,False,vi
ship 3 Trà Vải L,order,False,False,vi
lấy 3 Trà Nhài M nhé,order,False,False,vi
gọi cho em 3 Donut Chocolate L,order,False,False,vi
mang ra 2 Freeze Matcha Đậu Đỏ M nhé,order,False,False,vi
hỏi chút có giảm giá sinh viên không vậy,faq,False,False,vi
món nào hợp với khẩu vị trẻ em Trà Sen Vàng mát,consultant,False,False,vi
cho mình hỏi có chỗ đậu xe không không,faq,False,False,vi
em cần hai Bánh Mì Que M???,order,False,True,vi
"I prefer tea-based drinks, what should I get Cold Brew không caffeine",consultant,False,False,vi
hỏi chút có giảm giá sinh viên không nhỉ,faq,False,False,vi
có món gì cho người ăn kiêng không Bánh Chuối ít ngọt,consultant,False,False,vi
gọi hai ly Phin Sữa Đá size L,order,False,False,vi
anh thích cà phê đậm thì nên uống gì Bánh Phô Mai ít ngọt,consultant,False,False,vi
cho 2 Freeze Sữa Chua Việt Quất ít đường đi,order,False,False,vi
có bán một Sandwich Cá Ngừ M không,order,False,False,vi
cho 1 cốc Trà Atiso Đỏ L,order,False,False,vi
cho hỏi what's your return policy không,faq,False,False,vi
cho mình hỏi có chỗ đậu xe không?,faq,False,False,vi
anh ơi một Freeze Cà Phê L nha,order,False,False,vi
3 ly Trà Oolong Sữa S nha,order,False,False,vi
tôi muốn mua 2 Trà Vải S,order,False,False,vi
cần ba Phin Đen Đá M nhé,order,False,False,vi
cho 1 Trà Việt Quất M đi,order,False,False,vi
cho hỏi is there a student discount nhỉ,faq,False,False,vi
em thích trà trái cây thì uống gì Freeze Chocolate ít ngọt,consultant,False,False,vi
cho ba Brownie S em,order,False,False,en
cho hỏi có giới hạn thời gian ngồi không vậy,faq,False,False,vi
em lấy ba Cold Brew M,order,False,False,vi
I'd like ba Trà Lài Mật Ong S please,order,False,False,vi
có trà nào ngon không Bạc Xỉu mát,consultant,False,False,vi
hjc.,ignore,True,False,en
recommend a drink without caffeine Trà Nhài đá,consultant,False,False,vi
món nào thay thế được cà phê Trà Thanh Đào mát,consultant,False,False,vi
cho anh một ly Tiramisu M,order,False,False,vi
what's good for hot weather Mocha mát,consultant,False,False,vi
gợi ý cho anh món ít ngọt Trà Việt Quất đá,consultant,False,False,vi
cho hỏi quán mở cửa thứ mấy vậy,faq,False,False,vi
gọi 2 ly Bánh Mặn Phô Mai size L,order,False,False,vi
cho 1 Trà Atiso Đỏ M đi,order,False,False,vi
gọi cho em hai Phin Sữa Đá L,order,False,False,vi
mình order một Hazelnut Latte đá,order,False,False,vi
cho mình hỏi is there a private room vậy,faq,False,False,vi
bên em có hai Freeze Sữa Chua Dâu M không  ,order,False,True,vi
cho em hỏi cho mình hỏi món nóng không????,faq,False,True,vi
mang ra một Trà Táo Bạc Hà M nhé,order,False,False,vi
haha???,ignore,True,False,en
em thích trà trái cây thì uống gì Freeze Matcha Đậu Đỏ mát,consultant,False,False,vi
hỏi chút can I make a reservation ạ,faq,False,False,vi
cho em hỏi có bánh gì ăn kèm nhỉ,faq,False,False,vi
cho 3 Freeze Đào ít đường đi,order,False,False,vi
đặt bàn và lấy một Cà Phê Dừa L,order,False,False,vi
tư vấn cho em món ngon giá rẻ Freeze Chanh Tuyết mát,consultant,False,False,vi
suggest a light refreshing drink Freeze Sữa Chua Việt Quất đá,consultant,False,False,vi
I want ba Croissant ạ,order,False,True,vi
cho 3 Freeze Chocolate ít đường đi,order,False,False,vi
mình muốn order ba Trà Sen Vàng,order,False,False,vi
cho anh hai ly Bánh Mặn Phô Mai M,order,False,False,vi
tư vấn cho em món mát mát Bánh Su Kem mát,consultant,False,False,vi
recommend a drink without caffeine Trà Chanh Mật Ong mát,consultant,False,False,vi
gợi ý món dưới 45k Phin Sữa Đá không caffeine,consultant,False,False,vi
can I have ba Trà Sữa Trân Châu S,order,False,False,vi
mang ra 3 Cold Brew L nhé,order,False,False,vi
suggest something sweet but not too sweet Trà Atiso Đỏ không caffeine,consultant,False,False,vi
có đổi món sau khi đặt không ạ,faq,False,False,vi
what's good here Cà Phê Muối không caffeine,consultant,False,False,vi
cho hỏi mấy giờ đóng cửa nhỉ,faq,False,False,vi
recommend something refreshing please Matcha Latte ít ngọt,consultant,False,False,vi
what's the most popular item Flat White ít ngọt,consultant,False,False,vi
cool???,ignore,True,False,en
cần 3 Freeze Socola Bạc Hà S nhé.,order,False,True,vi
cho 3 cốc Bánh Táo S vậy,order,False,True,vi
hỏi chút is there a kid's menu không,faq,False,False,vi
món gì cho người không uống cà phê Americano không caffeine,consultant,False,False,vi
3 ly Freeze Cookies L nha,order,False,False,en
"anh thích đồ uống chua, có gì Trà Gừng Mật Ong đá",consultant,False,False,vi
cho 3 cốc Freeze Xoài M,order,False,False,vi
I'd like 1 Bánh Mì Que L please.,order,False,True,vi
em muốn thêm một Trà Vải S,order,False,False,vi
món gì cho người không uống cà phê Trà Kiwi đá,consultant,False,False,vi
tư vấn đồ uống cho người mới uống cà phê,consultant,False,False,vi
món nào không ngọt lắm Trà Đào Cam Sả mát,consultant,False,False,vi
gợi ý cho khách không ăn đường Freeze Trà Xanh không caffeine nhỉ vậy,consultant,False,True,vi
yes ạ,ignore,True,False,vi
em lấy ba Vietnamese Latte S,order,False,False,vi
tư vấn cho em món ngon giá rẻ Muffin Chocolate không caffeine,consultant,False,False,vi
tư vấn cho em món ngon giá rẻ Trà Sữa Trân Châu mát,consultant,False,False,vi
cho hỏi có nhận thanh toán công ty không nhỉ,faq,False,False,vi
mang ra 3 Americano L nhé,order,False,False,vi
em cần hai Bánh Mì Pate L,order,False,False,vi
gợi ý cho anh món ít ngọt Freeze Sữa Chua Dâu không caffeine,consultant,False,False,vi
order hai Trà Đào Ít Ngọt L nha,order,False,False,vi
cho hỏi có món lạnh không nhỉ,faq,False,False,vi
chào...,ignore,True,False,vi
recommend a drink without caffeine Freeze Chocolate mát,consultant,False,False,vi
có trà nào ngon không Croissant đá,consultant,False,False,vi
đồ uống nào hợp với bánh ngọt Brownie không caffeine,consultant,False,False,vi
em lấy hai Hazelnut Latte L,order,False,False,vi
món gì cho người không uống cà phê Trà Thanh Đào ít ngọt,consultant,False,False,vi
gọi 2 ly Freeze Xoài nhiều đá,order,False,False,vi
em muốn thêm 1 Caramel Macchiato L,order,False,False,vi
what's up...,ignore,True,False,en
ship em hai Bánh Mặn Phô Mai L nha,order,False,False,vi
cho em hỏi is there a private room nào,faq,False,False,vi
cho hỏi có giao tận nơi không vậy,faq,False,False,vi
cho 1 Vanilla Latte đá đi,order,False,False,vi
anh không uống caffeine thì nên chọn gì Freeze Đào đá,consultant,False,False,vi
em muốn order một Freeze Chocolate M,order,False,False,vi
cho hai Freeze Việt Quất S em,order,False,False,vi
em muốn order 2 Cold Brew L,order,False,False,vi
tính cho tôi 3 Trà Lài Mật Ong M,order,False,False,vi
suggest a light refreshing drink Trà Táo Bạc Hà mát,consultant,False,False,vi
what's the most popular item Caramel Macchiato không caffeine,consultant,False,False,vi
món nào không ngọt lắm Croissant mát,consultant,False,False,vi
what's good for hot weather Freeze Caramel không caffeine,consultant,False,False,vi
hỏi chút có món nóng không ạ,faq,False,False,vi
a lấy cho em một Cold Brew,order,False,False,vi
hello there,ignore,True,False,en
tư vấn đồ uống cho người mới uống cà phê Cà Phê Đen Nóng mát,consultant,False,True,vi
món nào không ngọt lắm Trà Vải mát,consultant,False,False,vi
có món gì cho người ăn kiêng không Trà Xoài Nhiệt Đới ít ngọt,consultant,False,False,vi
anh ơi cho em ba Freeze Chocolate,order,False,False,vi
món nào không ngọt lắm Trà Sữa Trân Châu đá,consultant,False,False,vi
tôi muốn mua 2 Donut Chocolate L,order,False,False,vi
em order một Freeze Matcha Đậu Đỏ M nha,order,False,False,vi
ok...,ignore,True,False,en
gợi ý đồ uống không đường Trà Atiso Đỏ không caffeine,consultant,False,False,vi
ok cảm ơn ạ,ignore,True,False,vi
đặt cho 1 Trà Việt Quất L,order,False,False,vi
I'd like 1 Trà Thanh Đào M please,order,False,False,vi
a ơi em gọi 1 Tiramisu L à,order,False,True,vi
recommend something under 50000 Brownie đá,consultant,False,False,vi
gọi cho em 3 Freeze Cà Phê S,order,False,False,vi
"anh không thích ngọt, tư vấn gì Freeze Cà Phê mát",consultant,False,False,vi
can I have 3 Freeze Dâu M,order,False,False,vi
ship hai Trà Chanh Mật Ong M,order,False,False,vi
ship 1 Muffin Chocolate S,order,False,False,en
cho mình hỏi có đặt bàn trước không nào,faq,False,False,vi
cho em hỏi do you do delivery?,faq,False,False,vi
order hai Bánh Táo M,order,False,False,vi
có món gì cho người ăn kiêng không Bánh Mì Pate không caffeine nhỉ ạ,consultant,False,True,vi
please give me ba Freeze Sữa Chua Dâu L,order,False,False,vi
I'd like 2 Sandwich Cá Ngừ M please,order,False,False,vi
get me 3 Freeze Chanh Tuyết L,order,False,False,vi
em order 2 Cà Phê Dừa L nha,order,False,False,vi
ship em một Trà Táo Bạc Hà L nha,order,False,False,vi
em gọi một Freeze Sữa Chua Việt Quất M nha,order,False,False,vi
mình order 3 Trà Sen Vàng ít ngọt ạ,order,False,True,vi
món nào hợp với khẩu vị trẻ em Bánh Táo không caffeine,consultant,False,False,vi
I'd like một Trà Xoài Nhiệt Đới M please,order,False,False,vi
cho hỏi do you do delivery nhỉ,faq,False,False,vi
cho hỏi what time do you open nào,faq,False,False,vi
can I have 1 Trà Sen Vàng M,order,False,False,vi
what's your best seller today Espresso mát,consultant,False,False,vi
cần 2 Vanilla Latte L nhé  ???,order,False,True,vi
gợi ý đồ uống không đường Phin Đen Đá ít ngọt,consultant,False,False,vi
ship em 3 Americano M nha,order,False,False,en
order ba Freeze Việt Quất S nha,order,False,False,vi
em muốn thêm 1 Cà Phê Sữa Nóng L,order,False,False,vi
what time do you close không,faq,False,False,vi
cho mình hỏi có hoàn tiền không nhỉ,faq,False,False,vi
gọi hai ly Cà Phê Muối ít đường...,order,False,True,vi
what do you recommend Donut Chocolate mát,consultant,False,False,vi
a ơi em gọi ba Trà Đào Cam Sả S,order,False,False,vi
em lấy ba Freeze Chanh Tuyết M,order,False,False,vi
cho hỏi is there parking available?,faq,False,False,vi
a tính cho em 1 Trà Sữa Trân Châu đi,order,False,False,vi
"anh không thích ngọt, tư vấn gì Trà Cam Quế mát",consultant,False,False,vi
hỏi chút có ổ cắm điện không nhỉ???,faq,False,True,vi
hỏi chút có thanh toán thẻ không ạ,faq,False,False,vi
ship em 2 Trà Oolong Sữa M nha,order,False,False,vi
ừ,ignore,True,False,vi
gọi 1 ly Cà Phê Đen Nóng ít đường,order,False,False,vi
nên uống gì vào buổi sáng Vietnamese Latte mát,consultant,False,False,vi
cho mình hỏi có giảm giá sinh viên không nào,faq,False,False,vi
món nào hợp với khẩu vị trẻ em Croissant ít ngọt nhỉ.,consultant,False,True,vi
suggest a light refreshing drink Trà Kiwi mát,consultant,False,False,vi
order 3 Cà Phê Dừa M,order,False,False,vi
có món nào nhẹ nhẹ không Bánh Quy Bơ mát,consultant,False,False,vi
gợi ý cho anh món ít ngọt Trà Xoài Nhiệt Đới ít ngọt,consultant,False,False,vi
cho em hỏi có combo không?,faq,False,False,vi
a ơi em gọi 1 Trà Dâu L,order,False,False,vi
what do you recommend Freeze Dâu đá nhỉ???,consultant,False,True,vi
order 1 Freeze Việt Quất S,order,False,False,vi
cho mình hỏi có bánh gì ăn kèm nào,faq,False,False,vi
đặt 3 ly Flat White L nha,order,False,False,vi
cho em ba Bánh Quy Bơ M em,order,False,False,vi
món nào hợp với khẩu vị trẻ em Trà Vải mát,consultant,False,False,vi
gọi 2 ly Freeze Matcha Đậu Đỏ ít đá,order,False,False,vi
cho một Freeze Socola Bạc Hà đá đi,order,False,False,vi
đồ uống nào hợp với bánh ngọt Trà Gừng Mật Ong mát,consultant,False,False,vi
what would you recommend for hot weather Freeze Cookies không caffeine,consultant,False,False,vi
what do you recommend Trà Chanh Mật Ong ít ngọt,consultant,False,False,vi
đồ uống nào hợp với bánh ngọt Freeze Matcha Đậu Đỏ mát,consultant,False,False,vi
mình order 3 Freeze Xoài nhiều đá,order,False,False,vi
thx...,ignore,True,False,en
em lấy 2 Trà Sữa Trân Châu L,order,False,False,vi
món nào không ngọt lắm Flat White không caffeine,consultant,False,False,vi
một ly Flat White L nha???,order,False,True,vi
a lấy cho em 1 Vietnamese Latte,order,False,False,vi
I want một Trà Lài Mật Ong...,order,False,True,vi
đặt cho 1 Phin Đen Đá S,order,False,False,vi
order ba Trà Dâu M,order,False,False,vi
what's good here Freeze Caramel ít ngọt nhỉ à,consultant,False,True,vi
1 ly Freeze Cà Phê L nha,order,False,False,vi
tư vấn đồ uống cho người mới uống cà phê Trà Đào Ít Ngọt ít ngọt nhỉ,consultant,False,True,vi
what would you recommend for hot weather Caramel Macchiato ít ngọt,consultant,False,False,vi
is there a kid's menu?,faq,False,False,en
cho em hỏi quán có nhận đặt số lượng lớn không?,faq,False,False,vi
hmm.,ignore,True,False,en
đặt bàn và lấy hai Caramel Macchiato L,order,False,False,vi
em muốn thêm hai Sandwich Cá Ngừ L,order,False,False,vi
món nào phù hợp cho buổi chiều Freeze Cookies đá,consultant,False,False,vi
recommend something refreshing please Bánh Mì Que ít ngọt,consultant,False,False,vi
món gì cho người không uống cà phê Bánh Mặn Phô Mai mát,consultant,False,False,vi
alo alo ạ,ignore,True,False,vi
cho em hỏi is there a student discount?,faq,False,False,vi
hjx???,ignore,True,False,en
ty...,ignore,True,False,en
mang cho em 3 Caramel Macchiato,order,False,False,en
có nhận đặt qua điện thoại không ạ,faq,False,False,vi
cần 3 Bánh Chuối S nhé,order,False,False,vi
recommend something refreshing please Bạc Xỉu đá,consultant,False,False,vi
đặt cho ba Freeze Dâu M,order,False,False,vi
em muốn order 3 Freeze Xoài M???,order,False,True,vi
có món gì cho người ăn kiêng không Freeze Việt Quất không caffeine,consultant,False,False,vi
hỏi chút what is the wifi name ạ,faq,False,False,vi
recommend something under 50000 Trà Kiwi ít ngọt,consultant,False,True,vi
a ơi em gọi một Trà Việt Quất S,order,False,False,vi
get me một Brownie M  ,order,False,True,vi
recommend a drink without caffeine Muffin Chocolate mát,consultant,False,False,vi
1 ly Trà Xoài Nhiệt Đới M nha,order,False,False,vi
cho mình hỏi có giao hàng không không,faq,False,False,vi
what do you recommend Bánh Phô Mai không caffeine,consultant,False,False,vi
cho mình hỏi có chương trình thành viên không nào,faq,False,False,vi
cho hai Trà Thanh Đào size M đi,order,False,False,vi
order 3 Cà Phê Đen Nóng M nha,order,False,False,vi
suggest a drink for someone who hates coffee Freeze Chocolate đá,consultant,False,False,vi
wifi password là gì không,faq,False,False,vi
hỏi chút có giao hàng không nhỉ à,faq,False,True,vi
có đồ uống healthy không Phin Sữa Đá ít ngọt,consultant,False,False,vi
cho em hỏi có chỗ hút thuốc không nào,faq,False,False,vi
good afternoon.,ignore,True,False,en
I'd like to order 3 Freeze Sữa Chua Dâu,order,False,False,vi
cho mình hỏi có chương trình thành viên không ạ,faq,False,False,vi
please give me hai Freeze Việt Quất S,order,False,False,vi
uhhh???,ignore,True,False,en
cho hỏi có giảm giá sinh viên không ạ,faq,False,False,vi
order 1 Trà Sữa Trân Châu S nha,order,False,False,vi
nên uống gì vào buổi sáng Trà Thanh Đào đá nhỉ nhỉ,consultant,False,True,vi
gọi 3 ly Tiramisu size L,order,False,False,vi
cho em 3 Trà Việt Quất L em,order,False,False,vi
có hỗ trợ sinh nhật không nhỉ à,faq,False,True,vi
what's good for hot weather Trà Dâu đá...,consultant,False,True,vi
haha.,ignore,True,False,en
I'd like to order 3 Bánh Mặn Phô Mai,order,False,False,vi
cho mình hỏi có món nóng không?,faq,False,False,vi
"anh thích trà hoa quả, recommend gì Croissant không caffeine",consultant,False,False,vi
suggest something sweet but not too sweet Flat White mát nhỉ...,consultant,False,True,vi
có đồ uống healthy không Latte đá,consultant,False,False,vi
I'd like một Freeze Cookies S please,order,False,False,vi
hỏi chút is there a kid's menu?,faq,False,False,vi
đặt cho ba Phin Đen Đá M,order,False,False,vi
gợi ý món ngon cho ngày nóng Hồng Trà Sữa không caffeine,consultant,False,False,vi
nên uống gì vào buổi sáng Cà Phê Đen Nóng mát,consultant,False,False,vi
I'd like to order 2 Bánh Mặn Phô Mai,order,False,False,vi
